generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,57287,100448,175826,57528,409544,87942,127238,68130,75006,59339,64790,234023,122159,142773,64010,89301,59539,111745,102315,62959,128457,129752,63814,54830,120887,151357,165020,122401,163275,59320,89572,78158,393947,71560,100772,84619,228772,63312,105507,134754,65984,119821,176602,95950,61588,57208,110626,62203,106767,152526,125692,48512,59346,63044,58139,67952,154577,60884,244819,262726
1,4,3,3,3,3,3,4,4,4,3,3,4,3,3,4,3,5,3,3,3,4,3,3,3,3,3,5,3,5,5,3,4,3,4,3,4,3,3,3,6,3,3,4,4,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,4
2,4,4,4,3,12,5,8,4,6,4,3,5,4,3,4,3,4,3,4,4,5,4,3,4,4,4,5,6,4,5,3,4,3,3,4,4,3,3,3,6,4,5,4,4,4,3,3,4,3,4,4,4,5,3,3,4,4,3,3,4
3,4,4,4,3,21,5,9,4,6,4,4,5,4,3,4,4,4,4,4,4,5,5,3,4,5,5,6,4,4,5,4,4,4,3,4,4,7,4,4,6,4,5,5,4,4,4,4,5,4,4,4,6,4,3,3,5,5,3,3,4
4,6,4,9,4,22,5,11,4,6,4,4,5,9,4,4,4,4,4,7,4,5,7,4,4,5,5,6,6,5,5,4,4,4,3,5,5,14,4,4,6,4,6,5,5,5,4,4,4,4,5,4,6,4,4,4,5,9,4,5,5
5,6,4,9,4,27,5,11,4,5,4,4,6,9,4,4,5,5,4,7,4,7,8,4,5,5,6,5,5,5,5,4,4,4,4,5,7,16,4,4,7,4,6,8,5,5,4,4,5,4,7,4,6,4,4,4,5,11,5,4,5
6,6,5,14,5,32,8,14,4,5,4,4,8,9,4,4,5,5,4,7,5,7,9,4,5,5,7,9,5,9,5,4,5,4,4,5,7,20,4,4,7,4,6,8,5,5,4,4,5,5,7,4,6,5,4,4,7,11,5,4,5
7,5,6,14,6,32,8,14,4,5,4,5,8,11,4,4,5,5,5,9,5,7,10,4,5,7,7,10,9,9,5,5,5,5,4,5,7,20,4,6,7,4,6,8,5,5,4,5,5,6,8,5,6,5,5,4,7,13,5,5,5
8,5,6,13,6,32,8,19,5,5,4,5,10,11,4,4,5,5,5,9,5,7,13,4,5,12,9,10,7,8,6,6,5,5,4,5,7,20,4,6,8,4,6,8,6,5,4,5,5,6,8,5,6,5,5,4,7,16,5,5,5
9,5,6,13,6,34,8,19,5,8,4,5,10,14,5,4,5,4,5,9,5,7,13,4,5,12,9,11,10,9,6,6,5,5,5,6,7,20,5,6,10,5,6,11,6,5,4,6,5,6,8,5,6,5,5,4,7,16,5,5,15
10,5,6,13,6,34,8,19,5,8,4,5,10,12,5,4,6,4,5,9,5,7,13,4,5,12,15,11,10,12,6,6,5,6,5,6,7,20,5,6,10,5,10,11,7,6,4,6,5,6,10,5,6,5,5,4,7,17,5,5,19
11,5,6,25,6,34,8,19,5,8,4,5,10,12,5,4,6,4,6,12,5,6,13,4,5,12,19,14,13,12,6,6,5,12,5,7,8,24,5,7,11,5,10,14,7,6,4,6,5,6,10,5,6,5,5,4,7,17,5,7,19
12,5,6,27,6,34,8,19,5,8,5,5,12,12,5,4,6,4,6,12,5,6,13,4,5,12,19,14,15,12,6,6,5,13,5,7,8,24,5,7,11,5,10,14,7,6,4,6,6,6,10,5,6,5,5,4,7,17,5,7,29
13,5,6,27,6,45,7,19,6,8,5,5,18,12,5,5,6,4,7,12,5,7,13,4,5,12,19,14,22,12,6,6,5,21,5,7,8,24,5,7,11,5,10,13,7,6,4,6,6,8,10,5,6,5,5,4,7,17,5,7,34
14,5,6,27,6,45,7,19,6,8,5,5,16,12,5,5,6,4,8,12,5,8,17,4,5,12,19,14,22,16,6,6,5,23,5,7,7,25,5,9,11,5,10,13,7,6,4,6,6,10,10,5,6,5,5,4,7,17,5,7,34
15,5,6,27,6,45,7,19,6,8,5,5,16,18,5,5,7,4,9,11,5,11,20,4,5,12,19,14,22,15,6,7,5,23,5,8,7,25,5,10,11,5,10,13,7,6,4,6,6,13,10,5,6,5,5,4,7,20,5,7,34
16,5,6,27,6,44,7,19,6,8,5,5,22,18,5,5,7,4,9,11,5,14,21,4,5,12,19,18,22,18,6,7,5,34,5,8,7,25,5,12,13,5,10,13,8,6,4,6,6,13,12,5,6,5,5,4,7,20,5,16,34
17,5,6,27,6,48,7,19,6,8,5,5,22,18,5,5,7,4,14,11,5,24,24,4,5,12,19,18,26,18,6,7,5,34,6,10,8,27,5,12,13,5,11,17,15,6,4,6,6,14,13,6,6,5,5,4,7,20,5,24,34
18,8,6,27,6,48,8,19,6,6,5,5,22,18,6,5,7,4,14,11,5,24,24,4,5,12,19,18,26,16,6,7,5,34,6,10,9,27,5,12,13,5,11,17,15,6,4,6,6,14,13,8,6,5,5,4,8,20,5,24,34
19,8,6,27,6,48,8,19,6,6,5,5,22,18,6,5,7,5,14,11,5,17,24,4,5,12,19,18,26,22,6,7,5,34,6,10,9,27,5,14,13,5,11,17,15,6,4,6,6,14,17,10,6,5,5,4,14,20,5,23,39
20,8,6,27,6,48,8,19,6,6,5,5,22,18,6,5,7,5,14,11,5,17,24,4,5,12,19,18,26,22,6,7,5,38,6,10,11,27,5,14,13,5,13,16,15,6,4,8,6,14,17,10,6,5,5,4,14,26,5,23,39
21,8,6,27,6,48,10,19,6,6,5,5,28,18,13,5,7,5,14,14,5,17,24,4,5,12,19,18,26,22,6,7,5,38,6,10,11,27,5,14,13,5,16,21,15,6,4,7,6,14,17,11,6,5,5,4,14,26,5,31,39
22,8,6,28,6,50,11,19,6,6,5,5,28,18,22,5,7,5,17,22,5,21,24,4,5,12,19,18,26,22,6,7,5,38,6,10,11,27,5,14,14,5,24,21,15,6,5,7,6,14,20,17,6,5,5,4,14,26,5,40,39
23,8,6,28,6,50,11,19,6,6,5,5,28,18,22,5,7,5,17,22,5,21,24,4,8,12,19,18,26,22,8,7,5,38,6,13,12,27,5,14,15,5,24,21,15,6,5,7,6,17,25,17,6,5,5,4,13,26,5,40,34
24,8,6,32,6,52,16,19,7,6,5,5,28,18,22,5,7,5,17,23,5,21,24,4,8,12,19,19,26,22,8,11,5,67,6,15,12,27,5,14,15,5,24,21,15,6,5,7,6,18,25,17,6,5,5,4,13,26,5,53,34
25,8,6,32,6,64,16,19,7,6,5,5,28,18,34,5,7,5,17,23,5,29,24,4,8,12,19,19,26,25,8,14,5,66,6,15,13,27,5,14,20,5,24,23,15,6,5,7,6,20,25,17,6,5,5,4,13,26,5,53,39
26,8,6,32,6,64,16,19,7,6,5,5,28,18,34,5,7,5,17,24,5,29,26,4,8,12,19,19,22,25,8,12,5,66,6,15,13,27,5,14,20,5,24,23,16,6,5,7,6,20,25,17,6,5,5,4,13,26,5,53,42
27,8,8,32,6,64,16,23,7,6,5,7,28,18,34,5,7,5,17,24,5,29,26,4,8,12,19,19,29,24,8,12,5,66,6,15,13,27,5,14,20,5,24,23,18,6,5,9,6,20,25,17,6,5,5,4,13,26,5,53,44
28,8,8,36,6,64,16,23,7,6,5,7,27,18,36,5,7,5,17,24,5,29,26,4,8,12,19,23,29,24,8,12,5,66,6,15,13,27,5,14,20,5,24,26,18,6,5,10,6,24,25,17,6,5,5,4,13,26,5,53,39
29,8,11,36,6,64,16,23,7,6,5,7,27,18,36,5,7,5,17,24,5,29,26,4,8,12,19,23,29,24,8,12,5,66,6,15,15,34,5,14,24,5,24,26,18,6,5,10,6,24,25,17,6,5,5,4,13,26,5,53,42
30,8,13,36,6,64,16,23,7,9,5,7,28,18,36,5,7,5,17,24,5,29,26,4,8,12,19,23,29,24,8,12,5,66,6,15,16,36,5,14,24,5,24,26,21,6,5,10,7,24,25,17,6,5,5,4,13,26,5,53,42
31,8,15,36,6,64,16,23,7,9,5,7,29,18,36,5,7,5,17,24,5,29,26,4,8,12,19,23,29,24,7,12,5,66,6,15,18,36,5,14,24,5,24,26,21,6,5,11,7,24,25,19,6,5,5,4,12,26,5,53,42
32,8,19,36,6,64,16,23,7,9,5,7,39,18,36,5,7,5,17,24,5,29,28,4,8,16,19,23,29,24,7,20,5,66,7,15,18,36,5,14,24,5,24,26,21,6,5,11,7,24,25,19,6,5,5,4,12,26,5,53,42
33,8,19,36,6,64,16,23,7,8,5,7,39,18,36,5,7,5,17,24,5,29,28,4,8,16,19,23,29,30,7,20,5,66,7,16,18,36,5,19,24,5,24,26,21,6,5,11,7,24,26,19,6,5,5,4,12,26,5,53,45
34,8,21,36,6,64,16,23,7,8,5,7,37,18,36,5,7,5,17,35,5,29,28,4,8,16,19,27,29,30,7,24,5,66,7,16,18,36,7,19,24,5,24,26,22,6,5,11,7,24,26,43,6,5,5,5,12,26,5,53,53
35,8,21,36,6,65,16,23,9,10,5,7,58,18,36,5,7,5,21,35,5,29,28,4,8,16,19,27,27,30,7,24,5,66,7,16,18,40,7,21,24,5,24,26,22,6,5,11,7,24,26,43,6,5,5,5,12,26,6,53,59
36,8,28,36,6,65,16,23,9,11,5,7,58,18,36,5,9,5,21,35,5,29,28,4,8,16,19,27,27,30,7,24,5,66,7,23,18,40,7,23,24,5,24,29,22,6,5,17,7,23,26,43,6,5,5,5,12,31,6,53,59
37,8,28,36,6,65,18,26,9,17,5,7,67,18,36,5,10,5,21,35,5,29,28,4,8,16,19,27,27,30,7,24,5,66,14,23,18,40,7,23,26,5,24,39,22,6,5,24,7,23,27,43,6,5,5,5,12,30,6,53,59
38,8,28,36,6,65,18,31,9,16,5,7,67,21,43,5,13,5,21,35,5,29,28,4,8,16,19,27,27,30,7,24,5,66,17,23,18,40,7,23,26,5,24,39,22,6,5,28,7,23,34,43,6,5,5,5,12,30,7,53,59
39,8,28,36,6,72,18,31,9,16,5,7,67,21,52,5,13,5,21,35,5,29,28,4,8,16,19,32,27,30,7,24,5,66,17,23,18,40,7,26,26,5,24,39,22,6,5,28,9,40,34,43,6,5,5,5,12,30,7,53,59
40,8,29,36,6,72,18,31,12,16,5,7,67,21,52,5,13,5,21,35,5,29,28,4,8,16,19,36,27,48,7,24,5,66,17,25,18,40,7,31,26,5,24,39,22,6,5,28,10,40,34,43,6,5,5,5,12,30,7,57,59
41,8,34,36,6,72,18,31,12,19,5,7,67,21,52,5,21,5,22,35,5,29,28,4,8,24,19,37,25,59,7,24,5,66,17,25,18,44,7,31,26,5,24,46,22,6,5,28,10,40,38,43,6,5,5,5,12,30,9,57,59
42,8,34,36,6,72,18,31,12,23,5,7,67,21,52,5,21,5,23,35,5,29,28,4,10,24,19,37,34,68,7,24,5,66,17,25,20,44,7,31,26,5,24,46,22,6,5,28,10,40,42,43,6,5,5,5,12,30,18,57,59
43,8,34,36,6,72,18,31,13,23,5,7,67,21,52,5,21,6,23,35,5,29,28,4,10,24,21,37,34,68,7,24,5,66,15,25,20,44,9,31,26,5,24,52,22,6,5,39,12,40,42,43,6,5,5,5,12,30,20,57,59
44,8,34,36,6,72,18,31,13,23,5,7,67,20,52,5,21,6,23,45,5,29,32,4,10,29,21,37,34,68,7,24,5,66,21,25,20,44,10,33,26,5,24,58,22,6,5,38,12,40,42,43,6,5,5,5,12,30,25,57,59
45,8,34,36,6,72,18,31,13,23,5,7,67,23,52,5,21,6,23,45,5,30,32,4,10,29,21,37,34,68,7,24,5,66,21,25,20,44,11,33,26,5,24,58,22,6,5,59,12,40,42,43,6,5,5,5,14,37,25,57,53
46,8,34,36,6,72,18,37,13,23,5,7,67,23,52,6,21,6,23,45,5,30,32,4,10,29,22,37,34,68,7,24,7,66,25,25,20,44,11,33,26,5,24,58,22,6,5,59,12,40,42,43,6,5,5,5,14,37,25,58,53
47,8,37,36,6,75,18,37,13,23,5,7,67,23,52,6,21,6,23,45,5,30,32,4,10,29,22,39,34,68,7,24,7,66,20,25,20,44,14,33,26,5,24,58,22,6,5,59,12,40,44,43,6,5,5,5,14,37,25,70,53
48,8,37,36,6,75,18,37,13,23,5,7,67,23,52,6,21,6,23,45,5,30,32,4,16,42,22,39,34,68,7,24,7,66,20,25,20,44,18,33,29,5,24,58,22,6,5,59,12,40,44,43,6,5,5,5,16,37,25,70,59
49,8,37,50,6,75,24,37,13,25,5,7,67,27,52,6,27,6,32,45,5,31,32,4,16,42,22,39,34,68,7,24,7,66,20,27,22,44,18,33,29,5,24,58,22,6,5,59,12,40,44,43,6,5,5,5,16,48,25,70,59
50,8,37,50,6,75,24,37,14,30,5,7,72,24,52,6,27,6,32,45,5,31,32,4,16,42,22,39,34,68,7,24,7,66,20,27,22,44,18,33,29,5,24,58,22,6,5,59,12,40,44,43,6,5,5,5,16,48,25,70,59
